States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Date,Season
Tamil Nadu,3320,2696,2505,6440,6270,6680,6537.5,5000,3724,,12929.4,,8762.6,,8960.2,7067.2,4800,,1500,1360,3720,680,26-05-2016,2
Tamil Nadu,3100,3000,3084,6340,6940,7810,7360,5280,3386,,13981.2,,8218.4,,9476.2,6875.4,4466.6,,1542,1940,1320,1540,27-05-2016,2
Tamil Nadu,2611,2770,2336.75,6080,12500,13700,9000,6800,3466,,12057,,7820.4,,8901.8,5750.8,3845,,1510,1600,1540,840,28-05-2016,3
Tamil Nadu,3302,2836,2572.5,9300,6980,9230,6280,5750,4190,,13888.2,,8600.4,,9132,7273.8,4606,,1550,1460,1160,1960,29-05-2016,3
Tamil Nadu,3301,2736,2555,5940,6320,6600,6650,5100,3534,,12775.4,,8784.6,,8982.2,7005.6,4820,,1500,1325,2460,620,30-05-2016,3
Tamil Nadu,3060,2960,2938,6300,8050,7730,7680,5840,3386,,13893.2,,8306,,9410,7156.2,4443.4,,1602,1880,1060,1180,31-05-2016,3
Tamil Nadu,2455,2720,2286.75,5820,11480,13260,8740,6150,3460,,12013,,7798.4,,9044.2,6314,3724,,1530,1460,1260,720,01-06-2016,3
Tamil Nadu,3275,2835,2550,7375,6550,8750,6200,5400,4315,,14112.25,,8811.75,,9120,7011,4475,,1562.5,1300,1200,2100,02-06-2016,3
Tamil Nadu,3108.25,2770,2633.33,5725,6487.5,6675,6812.5,5400,3687.5,,13083.75,,8455.5,,9010.25,7180.25,4600,,1550,1475,1700,575,03-06-2016,3
Tamil Nadu,3080,2960,2940,6260,8060,7640,7740,5820,3462,,14004,10000,8001,,9559.8,7097.2,4280,,1580,1500,920,1100,04-06-2016,3
Tamil Nadu,2401,2660,2324.25,5940,11540,13170,8220,6700,3860,,12592.4,,7950.6,,9000.2,6667.4,3734,,1530,1580,1240,760,05-06-2016,3
Tamil Nadu,3275,2810,2533.33,7625,6850,9325,6775,5700,4272.5,,14250,,8701.75,,9065,6694.25,4375,,1562.5,1425,1050,1925,06-06-2016,3
Tamil Nadu,3040,2672,2525,5330,6440,6420,6720,5400,3452,,12884.4,,8716.75,,9164,7854,4540,,1500,1600,1100,880,07-06-2016,3
Tamil Nadu,3080,3000,2920,6150,8000,7400,7530,5508,3484,,13867.2,9750,8133.8,,9402,6772.4,4256.6,,1584,1680,1060,1660,08-06-2016,3
Tamil Nadu,2405,2637.5,2410,7125,13175,16400,8450,7350,3960,,14396.67,,8131.75,,9080,7111.25,4068.75,,1525,1875,1225,3125,09-06-2016,3
Tamil Nadu,3115,2785,2600,7625,6837.5,9300,6725,5400,4210,,14422.75,,8667,,9065,6400.5,4475,,1562.5,1425,875,725,10-06-2016,3
Tamil Nadu,3120,2660,2525,5100,6260,6490,6700,4750,3060,,13186.2,,8933.2,,9216,8171.4,4460,,1500,1960,1000,820,11-06-2016,3
Tamil Nadu,3110,2930,2920,6330,8130,7680,7860,5548,3572,,14140.6,9750,7650,,9542,6722.2,4200,,1587.5,1860,1140,3000,12-06-2016,3
Tamil Nadu,2484,2650,2390,7610,12280,15760,8200,7200,3870,,14346.2,,8253.6,,9066.2,6925.25,4369,,1530,2000,1220,3980,13-06-2016,1
Tamil Nadu,3175,2740,2533.33,7475,6025,8900,6525,5000,4180,,14395.25,,8667,,8900.75,6593,4675,,1537.5,1450,1150,1200,14-06-2016,1
Tamil Nadu,3090,2670,2525,4980,6340,6530,6800,4750,3182,,13422.8,,8911,,9373,8304,4400,,1500,2040,1220,1160,15-06-2016,1
Tamil Nadu,3270,2942,2920,6350,8610,8400,8300,5628,3588,,14780,9500,7656,,9573,6684.4,4333.4,,1587.5,2020,1640,4050,16-06-2016,1
Tamil Nadu,2482,2694,2442.5,8840,12200,15380,7920,7350,3890,,14839.6,,8231.6,,9054.2,6655.2,4252,,1530,2000,1340,2460,17-06-2016,1
Tamil Nadu,3368,2760,2562.5,7300,5820,8370,6130,5000,4154,,14040.2,,8467.6,,8854.8,6409.4,4680,,1510,1520,1060,5040,18-06-2016,1
Tamil Nadu,3210,2692,2515,4960,6240,6700,6690,4800,3688,,13324.2,,9090.4,,9607.8,8182.8,4400,,1500,2100,1660,1480,19-06-2016,1
Tamil Nadu,3370,2922,3084,6340,8680,8520,8400,5640,3570,,14799.8,9500,7673.6,,9477,6673.4,4370,,1587.5,1860,1840,3140,20-06-2016,1
Tamil Nadu,2504,2720,2455,10220,11600,13660,7370,7400,3944,,15136.8,,8158.4,,9023.4,6478.8,4399,,1540,2060,1280,940,21-06-2016,1
Tamil Nadu,3333.2,2715,2533.33,7110,5660,7740,5900,4650,4068,,13962.4,,8425.6,,8791,6150.8,4780,,1510,1380,1800,3900,22-06-2016,1
Tamil Nadu,3237.5,2775,2550,5792.5,6300,6450,6775,5093.33,3707.5,,12845,,9495,,9835,8182,4575,,1500,2250,1625,975,23-06-2016,1
Tamil Nadu,3400,3012.5,3110,6350,8425,8425,8275,5800,3515,,14969.75,,7594.75,,9575,6697.25,4291.75,,1645,2150,1825,2600,24-06-2016,1
Tamil Nadu,2500,2720,2527.5,9240,9860,12370,6690,6850,3892,,15236,,8401.6,,9067,7307,4816,,1540,2060,1140,660,25-06-2016,1
Tamil Nadu,3333.2,2660,2525,7460,6320,8160,6500,4950,4084,,14148.25,,8469.6,,8818.5,6458.8,5160,,1510,1440,2360,2660,26-06-2016,1
Tamil Nadu,3137.5,3037.5,2883.33,5775,6312.5,6462.5,6737.5,5230,3597.5,,13035.5,,8661,,9687,7468.5,4625,,1512.5,2200,1400,750,27-06-2016,1
Tamil Nadu,3400,2940,3048,6280,8560,8390,8400,5780,3648,,15096.6,,7803.2,,9991.6,7150.8,4520,,1640,1700,2720,900,28-06-2016,1
Tamil Nadu,2655,2744,2527.5,10720,11120,11510,7000,6850,3894,,15078.6,,8511.6,,8979.2,7075.4,4638,,1540,2020,1280,1420,29-06-2016,1
Tamil Nadu,3350,2652,2570,7540,6240,7980,6460,4950,4098,,13852.6,,8515.6,,8636.8,6672.2,5280,,1487.5,1440,2000,1275,30-06-2016,1
Tamil Nadu,2850,2866.67,2703.33,5666.67,6266.67,6366.67,6866.67,5196.67,3560,,12813.33,,9054.5,,9453,7379,4500,,1473.33,2300,1333.33,766.67,01-07-2016,1
Tamil Nadu,3864.29,3037.14,3262.86,6564.29,8628.57,8785.71,8442.86,5928.57,3657.14,,15071.17,12967,7821.14,,9972.14,7217,4600,,1485.71,2028.57,3700,2285.71,02-07-2016,1
Tamil Nadu,2743,2744,2550,12620,10340,10620,6580,6600,3890,,15039.4,,8445.6,,9098,6799.8,4550,,1540,1940,1140,800,03-07-2016,2
Tamil Nadu,3330,2692,2670,7200,6150,7220,6450,5150,4040,,13852.6,,8534.8,,8674.8,6765.2,5400,,1510,1480,3220,3520,04-07-2016,2
Tamil Nadu,3075,2900,2860,5775,6400,7375,7125,5222.5,3555,,13128.75,,8978,,9689,7594.25,4525,,1537.5,2525,1750,1125,05-07-2016,2
Tamil Nadu,3883.33,3024.44,3280,6544.44,8744.44,10011.11,8533.33,5900,3625.56,2800,14856.33,13076.5,8020,9700,10027.11,7203.89,4644.44,36000,1444.44,2511.11,4700,2666.67,06-07-2016,2
Tamil Nadu,2902,2764,2562.5,12140,9840,10130,6430,6500,3926,,14698,,8489.6,,9120,6943.6,4542,,1540,1780,1240,760,07-07-2016,2
Tamil Nadu,3278,2712,2605,6620,6100,6620,6410,4950,4018,,13522.8,,8644.6,,9004,7147.8,4880,,1510,1540,3960,2240,08-07-2016,2
Tamil Nadu,3080,2990,3068,6580,6780,7760,7380,5340,3406,,13658.8,,8542.6,,9731.4,6976.4,4423.4,,1474,1920,1440,1200,09-07-2016,2
Tamil Nadu,3938.89,3115.56,3022.22,6427.78,9000,11461.11,9122.22,5950,3580,2800,14835.67,12483.5,8095.67,,10080.78,7876.56,4655.56,36000,1522.22,2233.33,9300,2466.67,10-07-2016,2
Tamil Nadu,2703.75,2725,2336.75,6375,13550,14725,9425,7500,3265,,12335.5,,7778.75,,8961.75,5620.5,4098.75,,1502.5,1650,1850,3675,11-07-2016,2
Tamil Nadu,3255,2784,2607.5,11700,8040,9390,6300,6100,3972,,14334.8,,8445.6,,9132,7174.8,4553,,1540,1540,1240,740,12-07-2016,2
Tamil Nadu,3320,2696,2505,6400,6270,6680,6537.5,5200,3704,,12929.4,,8762.6,,8960.2,7067.2,4800,,1500,1360,3880,700,13-07-2016,2
Tamil Nadu,3100,3000,3084,6340,6940,7810,7360,5280,3386,,13981.2,,8158.4,,9476.2,6875.4,4466.6,,1542,1940,1320,1700,14-07-2016,2
Tamil Nadu,2535,2770,2336.75,6020,12460,13700,8900,6800,3466,,12057,,7820.4,,8901.8,5773,3845,,1530,1600,1500,880,15-07-2016,3
Tamil Nadu,3302.5,2870,2630,9550,7325,9537.5,6550,5900,4187.5,,14003.25,,8388,,9135,7306.75,4657.5,,1562.5,1575,1200,1900,16-07-2016,3
Tamil Nadu,3278.6,2736,2555,5860,6300,6580,6710,5000,3514,,12708.6,,8764.6,,9032.2,7035.6,4820,,1500,1360,2300,660,17-07-2016,3
Tamil Nadu,3060,2960,2938,6300,8050,7730,7680,5840,3382,,13893.2,,8306,,9410,7176.2,4356.6,,1602,1880,1040,1080,18-07-2016,3
Tamil Nadu,2455,2720,2286.75,5820,11480,13260,8740,6150,3460,,12013,,7798.4,,9044.2,6314,3724,,1530,1520,1260,740,19-07-2016,3
Tamil Nadu,3275,2835,2550,7375,6550,8750,6200,5400,4315,,14112.25,,8811.75,,9120,7011,4475,,1562.5,1300,1200,2100,20-07-2016,3
Tamil Nadu,3126.6,2736,2525,5580,6510,6620,6770,5000,3690,,12840.6,,8698.4,,9054.2,7194.8,4560,,1500,1380,1520,660,21-07-2016,3
Tamil Nadu,3080,2960,2940,6260,8160,7640,7740,5820,3458,,14024,10000,8001,,9559.8,7097.2,4280,,1564,1580,1020,1080,22-07-2016,3
Tamil Nadu,2401,2660,2324.25,5940,11540,13210,8240,6700,3910,,12636.4,,7995.6,,9000.2,6733.4,3734,,1530,1620,1240,840,23-07-2016,3
Tamil Nadu,3250,2810,2533.33,7700,6850,9275,6725,5600,4270,,14091.67,,8701.75,,9065,6556.5,4375,,1562.5,1475,1050,1575,24-07-2016,3
Tamil Nadu,2600,2700,3040,5400,6500,6300,6500,,3400,,13296,,7692,,9340,8021,4200,,1500,1580,1120,960,25-07-2016,3
Tamil Nadu,3080,3000,2920,6150,8000,7400,7530,5508,3484,,13867.2,9750,8133.8,,9402,6752.4,4256.6,,1584,1680,1100,1700,26-07-2016,3
Tamil Nadu,2405,2637.5,2410,7125,13175,16300,8450,7350,3960,,14396.67,,8131.75,,9080,7111.25,4068.75,,1525,1875,1225,3125,27-07-2016,3
Tamil Nadu,3153.33,2913.33,2700,7733.33,6783.33,9466.67,6800,,4226.67,,14688.33,,8406,,9046.67,6483,4500,,1583.33,1600,933.33,700,28-07-2016,3
Tamil Nadu,3120,2660,2525,5100,6260,6490,6700,4750,3060,,13186.2,,8933.2,,9216,8171.4,4460,,1500,1960,1000,820,29-07-2016,3
Tamil Nadu,3187.5,2962.5,2975,6462.5,8212.5,7725,7875,5635,3585,,14379.25,9750,7310,,9510,6699.5,4250,,1583.33,1950,1225,3025,30-07-2016,3
Tamil Nadu,2484,2650,2390,7610,12280,15760,8200,7200,3870,,14346.2,,8253.6,,9066.2,6925.25,4369,,1530,2000,1220,4040,31-07-2016,1
Tamil Nadu,3225,2740,2533.33,7375,5925,8800,6425,5000,4180,,14422.5,,8667,,8900.75,6565.5,4700,,1537.5,1450,1125,1350,01-08-2016,1
Tamil Nadu,3150,2720,2575,5080,6260,6620,6780,4750,3212,,13422.8,,8911,,9291.6,8304,4260,,1500,2080,1260,1160,02-08-2016,1
Tamil Nadu,3212.5,2915,2840,6375,8675,8525,8375,5560,3595,,14676.5,9500,7619.5,,9493.75,6679.75,4391.75,,1600,2075,1675,3925,03-08-2016,1
Tamil Nadu,2482,2694,2442.5,8880,12200,15380,7920,7350,3890,,14839.6,,8231.6,,9054.2,6655.2,4252,,1530,2020,1340,2320,04-08-2016,1
Tamil Nadu,3348,2760,2562.5,7260,5800,8230,6170,5000,4134,,14007.2,,8612,,8854.8,6387.6,4680,,1510,1520,1060,5120,05-08-2016,1
Tamil Nadu,3210,2692,2515,4960,6240,6700,6690,4800,3700,,13324.2,,9090.4,,9629.8,8182.8,4400,,1500,2200,1680,1500,06-08-2016,1
Tamil Nadu,3370,2922,3084,6340,8600,8500,8320,5640,3570,,14799.8,9500,7673.6,,9488,6683.4,4370,,1587.5,1900,1860,3060,07-08-2016,1
Tamil Nadu,2504,2720,2455,10140,11560,13500,7290,7400,3944,,15136.8,,8158.4,,9023.4,6522.8,4399,,1540,2080,1280,820,08-08-2016,1
Tamil Nadu,3333.2,2652,2525,7110,5660,7740,5900,4650,4068,,13962.4,,8425.6,,8791,6150.8,4780,,1510,1380,1940,3920,09-08-2016,1
Tamil Nadu,3237.5,2775,2550,5792.5,6300,6450,6775,5093.33,3707.5,,12845,,9495,,9835,8182,4575,,1500,2250,1625,950,10-08-2016,1
Tamil Nadu,3400,3012.5,3110,6350,8425,8425,8275,5800,3515,,14969.75,,7594.75,,9593.33,6714,4291.75,,1645,2100,1800,2550,11-08-2016,1
Tamil Nadu,2500,2720,2527.5,9240,9860,12340,6670,6850,3892,,15236,,8401.6,,9067,7307,4856,,1540,2060,1160,660,12-08-2016,1
Tamil Nadu,3333.2,2660,2525,7460,6320,8160,6500,4950,4084,,13918.6,,8469.6,,8818.5,6458.8,5160,,1510,1425,2250,2425,13-08-2016,1
Tamil Nadu,3087.5,2862.5,2916.67,5750,6287.5,6462.5,6825,5236.67,3565,,13415.25,,8830.25,,9713.25,7521,4575,,1512.5,2300,1425,775,14-08-2016,1
Tamil Nadu,3400,2975,3110,6425,8650,8612.5,8450,5875,3660,,15436.75,,7556.25,,10017,7224.5,4500,,1625,1825,2850,900,15-08-2016,1
Tamil Nadu,2695,2780,2527.5,10860,10980,11320,6900,6800,3886,,15078.6,,8511.6,,9023,6942.6,4638,,1540,2020,1200,1500,16-08-2016,1
Tamil Nadu,3350,2652,2570,7540,6240,7940,6460,4950,4098,,13852.6,,8515.6,,8636.8,6672.2,5280,,1487.5,1460,1980,1320,17-08-2016,1
Tamil Nadu,3037.5,2875,2865,5787.5,6275,6617.5,6977.5,5287.5,3555,,13565,,9149.67,,9658.25,7499.25,4425,,1512.5,2325,1300,875,18-08-2016,1
Tamil Nadu,3975,3010,3275,6491.67,8633.33,8750,8416.67,5833.33,3641.67,,14724.8,12967,7849.5,,9914.33,7155.67,4683.33,,1466.67,1916.67,3650,2250,19-08-2016,1
Tamil Nadu,2743,2744,2550,12620,10340,10620,6580,6600,3890,,15039.4,,8445.6,,9098,6799.8,4550,,1540,1940,1120,800,20-08-2016,2
Tamil Nadu,3330,2692,2670,7200,6150,7220,6450,5150,4040,,13852.6,,8534.8,,8674.8,6765.2,5400,,1510,1480,3220,3520,21-08-2016,2
Tamil Nadu,2950,2866.67,2913.33,5800,6366.67,7333.33,7166.67,5196.67,3526.67,,13182.67,,9193,,9696.67,7492.33,4433.33,,1516.67,2233.33,1733.33,1266.67,22-08-2016,2
Tamil Nadu,3883.33,3024.44,3280,6533.33,8755.56,10611.11,8577.78,5900,3612.22,2800,14856.33,13076.5,8020,9700,10027.11,7203.89,4644.44,36000,1444.44,2533.33,5511.11,2988.89,23-08-2016,2
Tamil Nadu,2902,2764,2562.5,12140,9680,10130,6390,6500,3926,,14698,,8489.6,,9120,6976.8,4542,,1540,1740,1220,760,24-08-2016,2
Tamil Nadu,3278,2712,2505,6620,6100,6700,6410,4950,3998,,13456.8,,8644.6,,9015,7147.8,4880,,1510,1340,3540,2460,25-08-2016,2
Tamil Nadu,3100,2990,3068,6520,6860,7760,7380,5340,3410,,13658.8,,8502.6,,9696.8,7016.4,4443.4,,1474,1920,1460,1240,26-08-2016,2
Tamil Nadu,3938.89,3115.56,3022.22,6427.78,9000,11461.11,9122.22,5950,3580,2800,14835.67,12483.5,8095.67,,10080.78,7890,4655.56,36000,1522.22,2333.33,10788.89,2355.56,27-08-2016,2
Tamil Nadu,2703,2710,2336.75,6400,13400,14700,9360,7250,3308,,12244.2,,7973.2,,8971.4,5651.8,3909,,1492,1660,1900,3940,28-08-2016,2
Tamil Nadu,3255,2784,2607.5,11700,8040,9390,6300,6100,3972,,14291,,8445.6,,9132,7174.8,4553,,1540,1580,1200,740,29-08-2016,2
Tamil Nadu,3320,2696,2505,6400,6270,6680,6550,5200,3704,,12929.4,,8762.6,,8960.2,7067.2,4800,,1500,1360,3880,660,30-08-2016,2
Tamil Nadu,3100,3000,3084,6340,6940,7810,7360,5280,3386,,13981.2,,8158.4,,9476.2,6875.4,4466.6,,1542,1940,1320,1800,31-08-2016,2
Tamil Nadu,2535,2770,2336.75,6020,12460,13700,8900,6800,3466,,12057,,7820.4,,8901.8,5773,3845,,1530,1620,1520,880,01-09-2016,3
Tamil Nadu,3302,2836,2572.5,9180,7020,9270,6280,5750,4206,,13998.2,,8600.4,,9110,7273.8,4592,,1550,1500,1200,2160,02-09-2016,3
Tamil Nadu,3258.6,2736,2555,5860,6300,6580,6710,5000,3505,,12708.6,,8764.6,,9032.2,7035.6,4820,,1500,1360,2300,680,03-09-2016,3
Tamil Nadu,3060,2960,2938,6300,7950,7730,7680,5840,3382,,13893.2,,8306,,9410,7176.2,4356.6,,1602,1880,1040,1080,04-09-2016,3
Tamil Nadu,2455,2720,2286.75,5820,11480,13260,8740,6150,3460,,12013,,7798.4,,9044.2,6314,3724,,1530,1520,1260,700,05-09-2016,3
Tamil Nadu,3275,2835,2550,7275,6550,8750,6200,5400,4315,,14112.25,,8811.75,,9120,7011,4475,,1562.5,1300,1175,2275,06-09-2016,3
Tamil Nadu,3086.6,2736,2525,5580,6550,6600,6770,5000,3690,,12840.6,,8698.4,,9076.2,7370.6,4540,,1500,1380,1480,660,07-09-2016,3
Tamil Nadu,3080,2960,2940,6260,8120,7620,7700,5700,3480,,14024,10000,8021,,9537.8,7117.2,4293.4,,1584,1580,1020,1060,08-09-2016,3
Tamil Nadu,2401,2630,2324.25,6020,11780,13460,8300,7000,3970,,13142,,7995.6,,9000.2,6821.4,3734,,1530,1620,1200,900,09-09-2016,3
Tamil Nadu,3250,2810,2533.33,7700,6850,9275,6725,5600,4270,,14091.67,,8701.75,,9065,6556.5,4375,,1562.5,1450,1050,1575,10-09-2016,3
Tamil Nadu,3040,2672,2525,5330,6440,6420,6720,4950,3452,,12891.2,,8995.2,,9267.2,7994,4540,,1500,1600,1120,960,11-09-2016,3
Tamil Nadu,3080,3000,2920,6150,8000,7400,7530,5508,3484,,13867.2,9750,8133.8,,9402,6752.4,4256.6,,1584,1700,1100,1700,12-09-2016,3
Tamil Nadu,2424,2670,2410,7140,13200,16280,8460,7350,3940,,14180.6,,8356,,9088,7089,4075,,1530,1940,1240,3100,13-09-2016,3
Tamil Nadu,3115,2785,2600,7625,6783.33,9466.67,6800,,4226.67,,14688.33,,8406,,9046.67,6483,4500,,1583.33,1600,933.33,700,14-09-2016,3
Tamil Nadu,3025,2625,2533.33,5075,6200,6412.5,6625,4500,3045,,13186.25,,9271.5,,9395,8131,4375,,1500,1925,1000,800,15-09-2016,3
Tamil Nadu,3110,2930,2920,6320,8130,7720,7860,5548,3572,,14141,9750,7650,,9531,6700,4200,,1587.5,1840,1160,3160,17-09-2016,3
Tamil Nadu,2484,2650,2390,7650,12180,15760,8180,7200,3870,,14346.2,,8253.6,,9066.2,6836.8,4369,,1530,2000,1260,4600,18-09-2016,1
Tamil Nadu,3225,2740,2533.33,7375,5925,8800,6425,5000,4180,,14422.5,,8667,,8900.75,6565.5,4700,,1537.5,1450,1150,1425,19-09-2016,1
Tamil Nadu,3150,2710,2530,4980,6260,6570,6720,4750,3222,,13466.8,,8933,,9406,8304,4280,,1500,2100,1220,1200,20-09-2016,1
Tamil Nadu,3270,2942,2840,6410,8660,8540,8400,5628,3588,,14792.2,9500,7608.2,,9573,6705.4,4333.4,,1587.5,2080,1700,3850,21-09-2016,1
Tamil Nadu,2482,2714,2447.5,9120,12240,15340,7900,7350,3878,,14873,,8209.8,,9054.2,6655.2,4222,,1530,2020,1440,2200,22-09-2016,1
Tamil Nadu,3348,2760,2562.5,7260,5800,8230,6170,5000,4134,,14007.2,,8509.6,,8854.8,6387.6,4680,,1510,1460,1060,5220,23-09-2016,1
Tamil Nadu,3210,2692,2515,4960,6240,6700,6690,4800,3700,,13324.2,,9090.4,,9629.8,8182.8,4400,,1500,2200,1680,1660,24-09-2016,1
Tamil Nadu,3370,2922,3084,6340,8600,8500,8320,5640,3570,,14799.8,9500,7673.6,,9488,6683.4,4370,,1587.5,1920,1860,2980,25-09-2016,1
Tamil Nadu,2504,2720,2455,10140,11560,13500,7290,7400,3944,,15136.8,,8158.4,,9023.4,6522.8,4399,,1540,2080,1280,820,26-09-2016,1
Tamil Nadu,3333.2,2652,2525,7110,5660,7740,5900,4650,4068,,13962.4,,8425.6,,8791,6150.8,4780,,1510,1380,2340,3920,27-09-2016,1
Tamil Nadu,3170,2790,2800,5660,6400,6480,6730,5093.33,3720,,12955,,8460,,9900.6,7989.75,4520,,1500,2240,1560,900,28-09-2016,1
Tamil Nadu,3400,3012.5,3110,6350,8425,8425,8275,5800,3515,,14969.75,,7594.75,,9593.33,6714,4291.75,,1645,2075,1800,2300,29-09-2016,1
Tamil Nadu,2500,2720,2527.5,9300,9940,12200,6670,6750,3884,,15236,,8401.6,,9067,7307,4842,,1540,2300,1160,800,30-09-2016,1
Tamil Nadu,3310,2660,2550,7460,6260,8140,6460,4950,4092,,13918.6,,8469.6,,8614.8,6475.4,5180,,1510,1440,2280,2220,01-10-2016,1
Tamil Nadu,3087.5,2862.5,2916.67,5750,6287.5,6462.5,6825,5230,3560,,13415.25,,8830.25,,9713.25,7521,4575,,1512.5,2300,1375,800,02-10-2016,1
Tamil Nadu,3400,2975,3110,6425,8650,8612.5,8450,5875,3660,,15436.75,,7556.25,,10017,7224.5,4525,,1625,1775,2850,875,03-10-2016,1
Tamil Nadu,2695,2664,2527.5,10860,11020,11320,6900,6800,3886,,15123,,8497.2,,9023,6869.4,4638,,1540,2020,1160,1480,04-10-2016,1
Tamil Nadu,3350,2652,2595,7540,6240,7940,6460,4950,4098,,13852.6,,8559.6,,8636.8,6694.2,5280,,1487.5,1440,2160,1440,05-10-2016,1
Tamil Nadu,3037.5,2875,2865,5837.5,6275,6617.5,6977.5,5287.5,3555,,13565,,9149.67,,9658.25,7499.25,4425,,1512.5,2350,1325,925,06-10-2016,1
Tamil Nadu,3864.29,3037.14,3262.86,6564.29,8628.57,8785.71,8442.86,5928.57,3657.14,,15071.17,12967,7821.14,,9972.14,7217,4614.29,,1485.71,2000,3585.71,2257.14,07-10-2016,1
Tamil Nadu,2743,2744,2550,12620,10340,10620,6580,6600,3890,,15039.4,,8445.6,,9098,6799.8,4550,,1540,1940,1120,780,08-10-2016,2
Tamil Nadu,3310,2692,2670,7200,6210,7200,6450,5150,4040,,13607,,8534.8,,8674.8,6765.2,5380,,1510,1460,3500,3620,09-10-2016,2
Tamil Nadu,2650,2850,2735,5700,6350,7350,7200,5070,3540,,12204,,9004.5,,9485,7368.5,4450,,1460,2000,1500,1200,10-10-2016,2
Tamil Nadu,3883.33,3023.33,3280,6533.33,8822.22,10825,8666.67,5911.11,3612.22,2800,14917.44,13076.5,8020,9700,9996.56,7240.56,4700,36000,1444.44,2511.11,5322.22,2677.78,11-10-2016,2
Tamil Nadu,3278,2752,2505,6620,6100,6700,6410,4950,3978,,13456.8,,8688.4,,9015,7147.8,4880,,1510,1340,3540,2460,12-10-2016,2
Tamil Nadu,3100,2990,3068,6520,6860,7760,7320,5340,3406,,13658.8,,8502.6,,9696.8,7016.4,4443.4,,1474,1860,1440,1240,13-10-2016,2
Tamil Nadu,3938.89,3115.56,3022.22,6372.22,9000,11516.67,9066.67,5950,3580,2800,14835.67,12428.5,8071.22,,10080.78,7942.5,4655.56,36000,1522.22,2477.78,12055.56,2355.56,14-10-2016,2
Tamil Nadu,2703,2710,2336.75,6400,13360,14640,9360,7250,3328,,12244.2,,7973.2,,8971.4,5651.8,3909,,1492,1660,1880,4080,15-10-2016,2
Tamil Nadu,3255,2784,2607.5,11700,7960,9390,6300,6100,3972,,14291,,8445.6,,9132,7174.8,4553,,1540,1580,1200,740,16-10-2016,2
Tamil Nadu,3320,2696,2505,6400,6270,6680,6550,5200,3704,,12929.4,,8762.6,,8960.2,7067.2,4800,,1500,1360,3860,660,17-10-2016,2
Tamil Nadu,3100,2960,3084,6340,6940,7800,7360,5280,3386,,14061.2,,8158.4,,9476.2,6875.4,4476.6,,1542,1960,1320,2420,18-10-2016,2
Tamil Nadu,2593.75,2812.5,2382.33,6075,12650,13700,9125,7600,3470,,12049.5,,7605.25,,8957,5870.25,3681.25,,1537.5,1750,1625,850,19-10-2016,3
Tamil Nadu,3328,2756,2572.5,9120,6960,9270,6380,5700,4236,,13998.2,,8600.4,,9077,7240.8,4592,,1550,1500,1160,2060,20-10-2016,3
Tamil Nadu,3258.6,2736,2505,5790,6390,6660,6760,5000,3466,,12589.25,,8698.4,,9054.2,7024.6,4820,,1500,1360,2300,680,21-10-2016,3
Tamil Nadu,3060,2920,2938,6300,7950,7730,7680,5840,3378,,13893.2,,8306,,9390,7132.2,4356.6,,1602,1820,1040,980,22-10-2016,3
Tamil Nadu,2445,2720,2299.25,5800,11360,13240,8680,6050,3450,,12013,,7832.2,,9044.2,6299.25,3704,,1530,1500,1200,675,23-10-2016,3
Tamil Nadu,3275,2835,2550,7275,6550,8750,6200,5400,4315,,14112.25,,8811.75,,9120,6983.25,4475,,1562.5,1275,1175,2325,24-10-2016,3
Tamil Nadu,3066.6,2692,2525,5580,6550,6610,6780,5000,3664,,12884.6,,8808.4,,9098,7623.2,4540,,1500,1380,1460,740,25-10-2016,3
Tamil Nadu,3080,2960,2940,6260,8120,7620,7700,5688,3480,,14024,10000,8021,,9537.8,7095,4280,,1584,1580,1020,1060,26-10-2016,3
Tamil Nadu,2401,2630,2336.75,6020,11780,13460,8300,7000,3990,,13142,,7995.6,,9000.2,6821.4,3734,,1530,1620,1220,960,27-10-2016,3
Tamil Nadu,3250,2810,2533.33,7700,6850,9275,6725,5600,4245,,14277.5,,8701.75,,9065,6556.5,4375,,1562.5,1425,950,1575,28-10-2016,3
Tamil Nadu,3040,2672,2525,5330,6440,6420,6720,4950,3452,,12891.2,,8995.2,,9267.2,8064,4460,,1500,1600,1120,980,29-10-2016,3
Tamil Nadu,3080,3000,2920,6150,8000,7400,7530,5508,3484,,13867.2,9750,8133.8,,9402,6752.4,4256.6,,1584,1700,1100,1780,30-10-2016,3
Tamil Nadu,2424,2670,2410,7140,13200,16280,8460,7350,3940,,14180.6,,8356,,9088,7089,4075,,1530,1960,1240,3160,31-10-2016,3
Tamil Nadu,3115,2785,2600,7625,6837.5,9300,6725,5400,4210,,14422.75,,8667,,9065,6400.5,4475,,1562.5,1450,900,650,01-11-2016,3
Tamil Nadu,3120,2660,2525,5100,6260,6490,6700,4750,3048,,13089,,8933.2,,9216,8171.4,4460,,1500,1960,1000,840,02-11-2016,3
